S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5556,09/05/2020,Manipur,2,0,2,0
5557,10/05/2020,Manipur,2,0,2,0
5558,11/05/2020,Manipur,2,0,2,0
5559,12/05/2020,Manipur,2,0,2,0
5560,13/05/2020,Manipur,2,0,2,0
5561,14/05/2020,Manipur,2,0,2,0
5562,15/05/2020,Manipur,3,1,2,0
5563,16/05/2020,Manipur,3,1,2,0
5564,17/05/2020,Manipur,7,5,2,0
5565,18/05/2020,Manipur,7,5,2,0
5566,19/05/2020,Manipur,7,5,2,0
5567,20/05/2020,Manipur,9,7,2,0
5568,21/05/2020,Manipur,25,23,2,0
5569,22/05/2020,Manipur,25,23,2,0
5570,23/05/2020,Manipur,26,24,2,0
5571,24/05/2020,Manipur,29,25,4,0
5572,25/05/2020,Manipur,32,28,4,0
5573,26/05/2020,Manipur,39,35,4,0
5574,27/05/2020,Manipur,39,35,4,0
5575,28/05/2020,Manipur,44,40,4,0
5576,29/05/2020,Manipur,55,50,5,0
5577,30/05/2020,Manipur,59,51,8,0
5578,31/05/2020,Manipur,62,54,8,0
5579,01/06/2020,Manipur,71,60,11,0
5580,02/06/2020,Manipur,83,72,11,0
5581,03/06/2020,Manipur,89,75,14,0
5582,04/06/2020,Manipur,118,80,38,0
5583,05/06/2020,Manipur,124,86,38,0
5584,06/06/2020,Manipur,132,91,41,0
5585,07/06/2020,Manipur,157,105,52,0
5586,08/06/2020,Manipur,172,120,52,0
5587,09/06/2020,Manipur,272,214,58,0
5588,10/06/2020,Manipur,304,243,61,0
5589,11/06/2020,Manipur,311,248,63,0
5590,12/06/2020,Manipur,366,293,73,0
5591,13/06/2020,Manipur,385,308,77,0
5592,14/06/2020,Manipur,449,358,91,0
5593,15/06/2020,Manipur,458,367,91,0
5594,16/06/2020,Manipur,490,339,151,0
5595,17/06/2020,Manipur,500,341,159,0
5596,18/06/2020,Manipur,552,360,192,0
5597,19/06/2020,Manipur,606,407,199,0
5598,20/06/2020,Manipur,681,463,218,0
5599,21/06/2020,Manipur,777,545,232,0
5600,22/06/2020,Manipur,841,591,250,0
5601,23/06/2020,Manipur,898,648,250,0
5602,24/06/2020,Manipur,921,663,258,0
5603,25/06/2020,Manipur,970,642,328,0
5604,26/06/2020,Manipur,1056,702,354,0
5605,27/06/2020,Manipur,1075,682,393,0
5606,28/06/2020,Manipur,1092,660,432,0
5607,29/06/2020,Manipur,1185,730,455,0
5608,30/06/2020,Manipur,1227,733,494,0
5609,01/07/2020,Manipur,1234,681,553,0
5610,02/07/2020,Manipur,1260,681,579,0
5611,03/07/2020,Manipur,1279,662,617,0
5612,04/07/2020,Manipur,1316,677,639,0
5613,05/07/2020,Manipur,1325,658,667,0
5614,06/07/2020,Manipur,1366,678,688,0
5615,07/07/2020,Manipur,1390,656,734,0
5616,08/07/2020,Manipur,1430,659,771,0
5617,09/07/2020,Manipur,1435,642,793,0
5618,10/07/2020,Manipur,1450,651,799,0
5619,11/07/2020,Manipur,1582,750,832,0
5620,12/07/2020,Manipur,1593,750,843,0
5621,13/07/2020,Manipur,1609,713,896,0
5622,14/07/2020,Manipur,1626,656,970,0
5623,15/07/2020,Manipur,1672,702,970,0
5624,16/07/2020,Manipur,1700,711,989,0
5625,17/07/2020,Manipur,1764,635,1129,0
5626,18/07/2020,Manipur,1800,637,1163,0
5627,19/07/2020,Manipur,1891,709,1182,0
5628,20/07/2020,Manipur,1911,698,1213,0
5629,21/07/2020,Manipur,1925,618,1307,0
5630,22/07/2020,Manipur,2015,615,1400,0
5631,23/07/2020,Manipur,2060,632,1428,0
5632,24/07/2020,Manipur,2115,649,1466,0
5633,25/07/2020,Manipur,2146,655,1491,0
5634,26/07/2020,Manipur,2176,652,1524,0
5635,27/07/2020,Manipur,2235,681,1554,0
5636,28/07/2020,Manipur,2286,690,1596,0
5637,29/07/2020,Manipur,2317,705,1612,0
5638,30/07/2020,Manipur,2458,819,1639,0
5639,31/07/2020,Manipur,2505,829,1672,4
5640,01/08/2020,Manipur,2621,927,1689,5
5641,02/08/2020,Manipur,2756,1051,1699,6
5642,03/08/2020,Manipur,2831,1087,1737,7
5643,04/08/2020,Manipur,2920,1147,1766,7
5644,05/08/2020,Manipur,3018,1197,1814,7
5645,06/08/2020,Manipur,3093,1224,1862,7
5646,07/08/2020,Manipur,3217,1304,1905,8
5647,08/08/2020,Manipur,3466,1530,1926,10
5648,09/08/2020,Manipur,3635,1697,1927,11
5649,10/08/2020,Manipur,3753,1698,2044,11
5650,11/08/2020,Manipur,3853,1720,2122,11
5651,12/08/2020,Manipur,3941,1801,2128,12
5652,13/08/2020,Manipur,3982,1739,2231,12
5653,14/08/2020,Manipur,4112,1804,2295,13
5654,15/08/2020,Manipur,4198,1825,2360,13
5655,16/08/2020,Manipur,4390,1939,2438,13
5656,17/08/2020,Manipur,4569,1921,2632,16
5657,18/08/2020,Manipur,4687,1936,2734,17
5658,19/08/2020,Manipur,4765,1958,2789,18
5659,20/08/2020,Manipur,4876,1973,2885,18
5660,21/08/2020,Manipur,4925,1905,3002,18
5661,22/08/2020,Manipur,5049,1768,3261,20
5662,23/08/2020,Manipur,5132,1655,3455,22
5663,24/08/2020,Manipur,5246,1608,3616,22
5664,25/08/2020,Manipur,5362,1626,3714,22
5665,26/08/2020,Manipur,5444,1608,3812,24
5666,27/08/2020,Manipur,5585,1731,3829,25
5667,28/08/2020,Manipur,5725,1743,3957,25
5668,29/08/2020,Manipur,5843,1759,4057,27
5669,30/08/2020,Manipur,5960,1746,4186,28
5670,31/08/2020,Manipur,6112,1845,4239,28
5671,01/09/2020,Manipur,6252,1894,4330,28
5672,02/09/2020,Manipur,6382,1903,4450,29
5673,03/09/2020,Manipur,6507,1871,4607,29
5674,04/09/2020,Manipur,6609,1803,4774,32
5675,05/09/2020,Manipur,6699,1765,4899,35
5676,06/09/2020,Manipur,6883,1872,4975,36
5677,07/09/2020,Manipur,7022,1820,5164,38
5678,08/09/2020,Manipur,7106,1710,5358,38
5679,09/09/2020,Manipur,7202,1683,5480,39
5680,10/09/2020,Manipur,7362,1774,5548,40
5681,11/09/2020,Manipur,7470,1633,5793,44
5682,12/09/2020,Manipur,7579,1533,6002,44
5683,13/09/2020,Manipur,7731,1584,6102,45
5684,14/09/2020,Manipur,7875,1638,6191,46
5685,15/09/2020,Manipur,7971,1585,6340,46
5686,16/09/2020,Manipur,8210,1745,6418,47
5687,17/09/2020,Manipur,8320,1751,6521,48
5688,18/09/2020,Manipur,8430,1841,6538,51
5689,19/09/2020,Manipur,8607,1926,6629,52
5690,20/09/2020,Manipur,8724,1946,6723,55
5691,21/09/2020,Manipur,8894,2070,6767,57
5692,22/09/2020,Manipur,9010,2113,6838,59
5693,23/09/2020,Manipur,9280,2333,6887,60
5694,24/09/2020,Manipur,9376,2206,7108,62
5695,25/09/2020,Manipur,9537,2106,7369,62
5696,26/09/2020,Manipur,9791,2126,7602,63
5697,27/09/2020,Manipur,10051,2306,7681,64
5698,28/09/2020,Manipur,10299,2359,7876,64
5699,29/09/2020,Manipur,10477,2431,7982,64
5700,30/09/2020,Manipur,10746,2642,8039,65
5701,01/10/2020,Manipur,10983,2456,8460,67
5702,02/10/2020,Manipur,11111,2402,8641,68
5703,03/10/2020,Manipur,11397,2336,8992,69
5704,04/10/2020,Manipur,11649,2497,9081,71
5705,05/10/2020,Manipur,11855,2576,9205,74
5706,06/10/2020,Manipur,12105,2696,9334,75
5707,07/10/2020,Manipur,12240,2680,9482,78
5708,08/10/2020,Manipur,12489,2805,9604,80
5709,09/10/2020,Manipur,12679,2877,9719,83
5710,10/10/2020,Manipur,12810,2858,9866,86
5711,11/10/2020,Manipur,13092,2608,10396,88
5712,12/10/2020,Manipur,13326,2731,10504,91
5713,13/10/2020,Manipur,13556,2756,10707,93
5714,14/10/2020,Manipur,13793,2867,10829,97
5715,15/10/2020,Manipur,14094,3076,10915,103
5716,16/10/2020,Manipur,14378,3193,11081,104
5717,17/10/2020,Manipur,14715,3361,11245,109
5718,18/10/2020,Manipur,15141,3587,11443,111
5719,19/10/2020,Manipur,15463,3606,11741,116
5720,20/10/2020,Manipur,15778,3748,11913,117
5721,21/10/2020,Manipur,16062,3882,12059,121
5722,22/10/2020,Manipur,16267,3846,12297,124
5723,23/10/2020,Manipur,16621,4101,12393,127
5724,24/10/2020,Manipur,16777,4083,12562,132
5725,25/10/2020,Manipur,17022,4165,12719,138
5726,26/10/2020,Manipur,17162,4166,12857,139
5727,27/10/2020,Manipur,17424,4223,13057,144
5728,28/10/2020,Manipur,17604,4246,13208,150
5729,29/10/2020,Manipur,17809,4233,13420,156
5730,30/10/2020,Manipur,18051,4308,13583,160
5731,31/10/2020,Manipur,18272,4303,13805,164
5732,01/11/2020,Manipur,18502,3472,14862,168
5733,02/11/2020,Manipur,18750,3514,15065,171
5734,03/11/2020,Manipur,19091,3568,15343,180
5735,04/11/2020,Manipur,19241,3597,15460,184
5736,05/11/2020,Manipur,19503,3698,15618,187
5737,06/11/2020,Manipur,19725,3786,15750,189
5738,07/11/2020,Manipur,19891,3608,16092,191
5739,08/11/2020,Manipur,20131,3223,16714,194
5740,09/11/2020,Manipur,20376,3107,17072,197
5741,10/11/2020,Manipur,20558,3101,17259,198
5742,11/11/2020,Manipur,20777,3043,17534,200
5743,12/11/2020,Manipur,20950,3050,17698,202
5744,13/11/2020,Manipur,21211,3115,17889,207
5745,14/11/2020,Manipur,21425,3068,18144,213
5746,15/11/2020,Manipur,21636,3084,18334,218
5747,16/11/2020,Manipur,21871,3057,18593,221
5748,17/11/2020,Manipur,22049,2993,18832,224
5749,18/11/2020,Manipur,22208,2918,19065,225
5750,19/11/2020,Manipur,22318,2828,19259,231
5751,20/11/2020,Manipur,22548,2886,19431,231
5752,21/11/2020,Manipur,22748,2896,19620,232
5753,22/11/2020,Manipur,23018,2972,19813,233
5754,23/11/2020,Manipur,23400,3146,20018,236
5755,24/11/2020,Manipur,23650,3038,20374,238
5756,25/11/2020,Manipur,23940,3175,20525,240
5757,26/11/2020,Manipur,24133,3248,20640,245
5758,27/11/2020,Manipur,24292,3245,20798,249
5759,28/11/2020,Manipur,24514,3252,21006,256
5760,29/11/2020,Manipur,24749,3283,21203,263
5761,30/11/2020,Manipur,24910,3236,21401,273
5762,01/12/2020,Manipur,25045,3198,21566,281
5763,02/12/2020,Manipur,25243,3236,21718,289
5764,15/04/2020,Meghalaya,1,1,0,0
5765,16/04/2020,Meghalaya,7,6,0,1
5766,17/04/2020,Meghalaya,7,6,0,1
5767,18/04/2020,Meghalaya,9,8,0,1
5768,19/04/2020,Meghalaya,11,10,0,1
5769,20/04/2020,Meghalaya,11,10,0,1
5770,21/04/2020,Meghalaya,11,10,0,1
5771,22/04/2020,Meghalaya,12,11,0,1
5772,23/04/2020,Meghalaya,12,11,0,1
5773,24/04/2020,Meghalaya,12,11,0,1
5774,25/04/2020,Meghalaya,12,11,0,1
5775,26/04/2020,Meghalaya,12,11,0,1
5776,27/04/2020,Meghalaya,12,11,0,1
5777,28/04/2020,Meghalaya,12,11,0,1
5778,29/04/2020,Meghalaya,12,11,0,1
5779,30/04/2020,Meghalaya,12,11,0,1
5780,01/05/2020,Meghalaya,12,11,0,1
5781,02/05/2020,Meghalaya,12,11,0,1
5782,03/05/2020,Meghalaya,12,11,0,1
5783,04/05/2020,Meghalaya,12,11,0,1
5784,05/05/2020,Meghalaya,12,11,0,1
5785,06/05/2020,Meghalaya,12,1,10,1
5786,07/05/2020,Meghalaya,12,1,10,1
5787,08/05/2020,Meghalaya,12,1,10,1
5788,09/05/2020,Meghalaya,12,1,10,1
5789,10/05/2020,Meghalaya,13,2,10,1
5790,11/05/2020,Meghalaya,13,2,10,1
5791,12/05/2020,Meghalaya,13,2,10,1
5792,13/05/2020,Meghalaya,13,2,10,1
5793,14/05/2020,Meghalaya,13,2,10,1
5794,15/05/2020,Meghalaya,13,1,11,1
5795,16/05/2020,Meghalaya,13,1,11,1
5796,17/05/2020,Meghalaya,13,1,11,1
5797,18/05/2020,Meghalaya,13,1,11,1
5798,19/05/2020,Meghalaya,13,1,11,1
5799,20/05/2020,Meghalaya,13,0,12,1
5800,21/05/2020,Meghalaya,14,1,12,1
5801,22/05/2020,Meghalaya,14,1,12,1
5802,23/05/2020,Meghalaya,14,1,12,1
5803,24/05/2020,Meghalaya,14,1,12,1
5804,25/05/2020,Meghalaya,14,1,12,1
5805,26/05/2020,Meghalaya,14,1,12,1
5806,27/05/2020,Meghalaya,15,2,12,1
5807,28/05/2020,Meghalaya,20,7,12,1
5808,29/05/2020,Meghalaya,21,8,12,1
5809,30/05/2020,Meghalaya,27,14,12,1
5810,31/05/2020,Meghalaya,27,14,12,1
5811,01/06/2020,Meghalaya,27,14,12,1
5812,02/06/2020,Meghalaya,27,14,12,1
5813,03/06/2020,Meghalaya,27,14,12,1
5814,04/06/2020,Meghalaya,33,19,13,1
5815,05/06/2020,Meghalaya,33,19,13,1
5816,06/06/2020,Meghalaya,33,19,13,1
5817,07/06/2020,Meghalaya,33,19,13,1
5818,08/06/2020,Meghalaya,36,22,13,1
5819,09/06/2020,Meghalaya,36,22,13,1
5820,10/06/2020,Meghalaya,43,29,13,1
5821,11/06/2020,Meghalaya,44,30,13,1
5822,12/06/2020,Meghalaya,44,25,18,1
5823,13/06/2020,Meghalaya,44,21,22,1
5824,14/06/2020,Meghalaya,44,21,22,1
5825,15/06/2020,Meghalaya,44,18,25,1
5826,16/06/2020,Meghalaya,44,18,25,1
5827,17/06/2020,Meghalaya,44,18,25,1
5828,18/06/2020,Meghalaya,44,13,30,1
5829,19/06/2020,Meghalaya,44,13,30,1
5830,20/06/2020,Meghalaya,44,10,33,1
5831,21/06/2020,Meghalaya,44,10,33,1
5832,22/06/2020,Meghalaya,44,10,33,1
5833,23/06/2020,Meghalaya,44,6,37,1
5834,24/06/2020,Meghalaya,46,8,37,1
5835,25/06/2020,Meghalaya,46,3,42,1
5836,26/06/2020,Meghalaya,46,3,42,1
5837,27/06/2020,Meghalaya,47,4,42,1
5838,28/06/2020,Meghalaya,47,4,42,1
5839,29/06/2020,Meghalaya,47,4,42,1
5840,30/06/2020,Meghalaya,47,4,42,1
5841,01/07/2020,Meghalaya,52,9,42,1
5842,02/07/2020,Meghalaya,52,9,42,1
5843,03/07/2020,Meghalaya,56,13,42,1
5844,04/07/2020,Meghalaya,62,18,43,1
5845,05/07/2020,Meghalaya,62,18,43,1
5846,06/07/2020,Meghalaya,62,18,43,1
5847,07/07/2020,Meghalaya,80,36,43,1
5848,08/07/2020,Meghalaya,80,36,43,1
5849,09/07/2020,Meghalaya,80,36,43,1
5850,10/07/2020,Meghalaya,113,45,66,2
5851,11/07/2020,Meghalaya,207,139,66,2
5852,12/07/2020,Meghalaya,207,139,66,2
5853,13/07/2020,Meghalaya,306,238,66,2
5854,14/07/2020,Meghalaya,318,250,66,2
5855,15/07/2020,Meghalaya,318,250,66,2
5856,16/07/2020,Meghalaya,346,278,66,2
5857,17/07/2020,Meghalaya,377,309,66,2
5858,18/07/2020,Meghalaya,403,335,66,2
5859,19/07/2020,Meghalaya,418,350,66,2
5860,20/07/2020,Meghalaya,450,382,66,2
5861,21/07/2020,Meghalaya,466,396,66,4
5862,22/07/2020,Meghalaya,490,416,70,4
5863,23/07/2020,Meghalaya,514,433,77,4
5864,24/07/2020,Meghalaya,534,452,78,4
5865,25/07/2020,Meghalaya,588,496,87,5
5866,26/07/2020,Meghalaya,646,547,94,5
5867,27/07/2020,Meghalaya,702,562,135,5
5868,28/07/2020,Meghalaya,738,547,186,5
5869,29/07/2020,Meghalaya,779,580,194,5
5870,30/07/2020,Meghalaya,784,572,207,5
5871,31/07/2020,Meghalaya,803,588,210,5
5872,01/08/2020,Meghalaya,823,603,215,5
5873,02/08/2020,Meghalaya,856,599,252,5
5874,03/08/2020,Meghalaya,874,605,264,5
5875,04/08/2020,Meghalaya,902,633,264,5
5876,05/08/2020,Meghalaya,917,582,330,5
5877,06/08/2020,Meghalaya,929,594,330,5
5878,07/08/2020,Meghalaya,990,640,345,5
5879,08/08/2020,Meghalaya,1006,590,411,5
5880,09/08/2020,Meghalaya,1023,594,423,6
5881,10/08/2020,Meghalaya,1062,566,490,6
5882,11/08/2020,Meghalaya,1114,610,498,6
5883,12/08/2020,Meghalaya,1136,621,509,6
5884,13/08/2020,Meghalaya,1179,656,517,6
5885,14/08/2020,Meghalaya,1193,640,547,6
5886,15/08/2020,Meghalaya,1228,641,581,6
5887,16/08/2020,Meghalaya,1292,690,596,6
5888,17/08/2020,Meghalaya,1374,693,675,6
5889,18/08/2020,Meghalaya,1418,733,679,6
5890,19/08/2020,Meghalaya,1457,766,685,6
5891,20/08/2020,Meghalaya,1506,806,694,6
5892,21/08/2020,Meghalaya,1661,925,730,6
5893,22/08/2020,Meghalaya,1718,963,749,6
5894,23/08/2020,Meghalaya,1811,1035,769,7
5895,24/08/2020,Meghalaya,1917,1133,776,8
5896,25/08/2020,Meghalaya,1976,1179,789,8
5897,26/08/2020,Meghalaya,2018,1178,832,8
5898,27/08/2020,Meghalaya,2050,1168,874,8
5899,28/08/2020,Meghalaya,2129,1222,899,8
5900,29/08/2020,Meghalaya,2240,1272,958,10
5901,30/08/2020,Meghalaya,2283,1238,1035,10
5902,31/08/2020,Meghalaya,2343,1284,1049,10
5903,01/09/2020,Meghalaya,2368,1196,1162,10
5904,02/09/2020,Meghalaya,2440,1193,1235,12
5905,03/09/2020,Meghalaya,2517,1186,1318,13
5906,04/09/2020,Meghalaya,2626,1220,1393,13
5907,05/09/2020,Meghalaya,2734,1252,1468,14
5908,06/09/2020,Meghalaya,2916,1374,1527,15
5909,07/09/2020,Meghalaya,3005,1433,1556,16
5910,08/09/2020,Meghalaya,3034,1457,1560,17
5911,09/09/2020,Meghalaya,3076,1343,1716,17
5912,10/09/2020,Meghalaya,3197,1355,1823,19
5913,11/09/2020,Meghalaya,3296,1434,1842,20
5914,12/09/2020,Meghalaya,3447,1534,1889,24
5915,13/09/2020,Meghalaya,3615,1570,2020,25
5916,14/09/2020,Meghalaya,3724,1623,2075,26
5917,15/09/2020,Meghalaya,3864,1686,2151,27
5918,16/09/2020,Meghalaya,4036,1818,2190,28
5919,17/09/2020,Meghalaya,4195,1902,2264,29
5920,18/09/2020,Meghalaya,4356,1983,2342,31
5921,19/09/2020,Meghalaya,4445,1976,2437,32
5922,20/09/2020,Meghalaya,4557,2038,2483,36
5923,21/09/2020,Meghalaya,4660,2111,2513,36
5924,22/09/2020,Meghalaya,4733,2169,2527,37
5925,23/09/2020,Meghalaya,4791,2047,2706,38
5926,24/09/2020,Meghalaya,4961,2060,2859,42
5927,25/09/2020,Meghalaya,5078,1977,3058,43
5928,26/09/2020,Meghalaya,5158,1772,3343,43
5929,27/09/2020,Meghalaya,5212,1515,3654,43
5930,28/09/2020,Meghalaya,5302,1480,3779,43
5931,29/09/2020,Meghalaya,5362,1448,3868,46
5932,30/09/2020,Meghalaya,5463,1476,3940,47
5933,01/10/2020,Meghalaya,5639,1615,3975,49
5934,02/10/2020,Meghalaya,5802,1750,4001,51
5935,03/10/2020,Meghalaya,6033,1755,4226,52
5936,04/10/2020,Meghalaya,6456,2083,4319,54
5937,05/10/2020,Meghalaya,6656,2209,4393,54
5938,06/10/2020,Meghalaya,6767,2217,4491,59
5939,07/10/2020,Meghalaya,7037,2371,4606,60
5940,08/10/2020,Meghalaya,7165,2411,4694,60
5941,09/10/2020,Meghalaya,7261,2369,4832,60
5942,10/10/2020,Meghalaya,7388,2424,4903,61
5943,11/10/2020,Meghalaya,7544,2437,5045,62
5944,12/10/2020,Meghalaya,7683,2478,5142,63
5945,13/10/2020,Meghalaya,7771,2434,5273,64
5946,14/10/2020,Meghalaya,7838,2367,5406,65
5947,15/10/2020,Meghalaya,7991,2339,5582,70
5948,16/10/2020,Meghalaya,8164,2445,5646,73
5949,17/10/2020,Meghalaya,8303,2493,5735,75
5950,18/10/2020,Meghalaya,8404,2295,6034,75
5951,19/10/2020,Meghalaya,8508,2151,6282,75
5952,20/10/2020,Meghalaya,8536,2069,6392,75
5953,21/10/2020,Meghalaya,8593,2020,6497,76
5954,22/10/2020,Meghalaya,8621,1870,6674,77
5955,23/10/2020,Meghalaya,8720,1661,6981,78
5956,24/10/2020,Meghalaya,8801,1631,7091,79
5957,25/10/2020,Meghalaya,8882,1574,7228,80
5958,26/10/2020,Meghalaya,9018,1605,7332,81
5959,27/10/2020,Meghalaya,9066,1514,7471,81
5960,28/10/2020,Meghalaya,9136,1411,7643,82
5961,29/10/2020,Meghalaya,9226,1364,7777,85
5962,30/10/2020,Meghalaya,9303,1326,7890,87
5963,31/10/2020,Meghalaya,9382,1170,8125,87
5964,01/11/2020,Meghalaya,9452,1019,8345,88
5965,02/11/2020,Meghalaya,9607,1055,8462,90
5966,03/11/2020,Meghalaya,9678,1009,8579,90
5967,04/11/2020,Meghalaya,9741,971,8680,90
5968,05/11/2020,Meghalaya,9801,959,8752,90
5969,06/11/2020,Meghalaya,9893,989,8813,91
5970,07/11/2020,Meghalaya,9979,984,8904,91
5971,08/11/2020,Meghalaya,10047,995,8959,93
5972,09/11/2020,Meghalaya,10202,1034,9075,93
5973,10/11/2020,Meghalaya,10230,1024,9112,94
5974,11/11/2020,Meghalaya,10296,961,9241,94
5975,12/11/2020,Meghalaya,10368,962,9312,94
5976,13/11/2020,Meghalaya,10511,1045,9368,98
5977,14/11/2020,Meghalaya,10581,1028,9455,98
5978,15/11/2020,Meghalaya,10632,1014,9518,100
5979,16/11/2020,Meghalaya,10665,971,9594,100
5980,17/11/2020,Meghalaya,10706,933,9672,101
5981,18/11/2020,Meghalaya,10791,734,9955,102
5982,19/11/2020,Meghalaya,10870,753,10014,103
5983,20/11/2020,Meghalaya,10979,801,10074,104
5984,21/11/2020,Meghalaya,11152,888,10158,106
5985,22/11/2020,Meghalaya,11269,925,10236,108
5986,23/11/2020,Meghalaya,11339,894,10335,110
5987,24/11/2020,Meghalaya,11397,895,10392,110
5988,25/11/2020,Meghalaya,11454,893,10451,110
5989,26/11/2020,Meghalaya,11513,915,10488,110
5990,27/11/2020,Meghalaya,11581,947,10524,110
5991,28/11/2020,Meghalaya,11633,917,10606,110
5992,29/11/2020,Meghalaya,11704,858,10735,111
5993,30/11/2020,Meghalaya,11740,768,10861,111
5994,01/12/2020,Meghalaya,11810,763,10936,111
5995,02/12/2020,Meghalaya,11875,669,11094,112
5996,26/03/2020,Mizoram,1,1,0,0
5997,27/03/2020,Mizoram,1,1,0,0
5998,28/03/2020,Mizoram,1,1,0,0
5999,29/03/2020,Mizoram,1,1,0,0
6000,30/03/2020,Mizoram,1,1,0,0
6001,31/03/2020,Mizoram,1,1,0,0
6002,01/04/2020,Mizoram,1,1,0,0
6003,02/04/2020,Mizoram,1,1,0,0
6004,03/04/2020,Mizoram,1,1,0,0
6005,04/04/2020,Mizoram,1,1,0,0
6006,05/04/2020,Mizoram,1,1,0,0
6007,06/04/2020,Mizoram,1,1,0,0
6008,07/04/2020,Mizoram,1,1,0,0
6009,08/04/2020,Mizoram,1,1,0,0
6010,09/04/2020,Mizoram,1,1,0,0
6011,10/04/2020,Mizoram,1,1,0,0
6012,11/04/2020,Mizoram,1,1,0,0
6013,12/04/2020,Mizoram,1,1,0,0
6014,13/04/2020,Mizoram,1,1,0,0
6015,14/04/2020,Mizoram,1,1,0,0
6016,15/04/2020,Mizoram,1,1,0,0
6017,16/04/2020,Mizoram,1,1,0,0
6018,17/04/2020,Mizoram,1,1,0,0
6019,18/04/2020,Mizoram,1,1,0,0
6020,19/04/2020,Mizoram,1,1,0,0
6021,20/04/2020,Mizoram,1,1,0,0
6022,21/04/2020,Mizoram,1,1,0,0
6023,22/04/2020,Mizoram,1,1,0,0
6024,23/04/2020,Mizoram,1,1,0,0
6025,24/04/2020,Mizoram,1,1,0,0
6026,25/04/2020,Mizoram,1,1,0,0
6027,26/04/2020,Mizoram,1,1,0,0
6028,27/04/2020,Mizoram,1,1,0,0
6029,28/04/2020,Mizoram,1,1,0,0
6030,29/04/2020,Mizoram,1,1,0,0
6031,30/04/2020,Mizoram,1,1,0,0
6032,01/05/2020,Mizoram,1,1,0,0
6033,02/05/2020,Mizoram,1,1,0,0
6034,03/05/2020,Mizoram,1,1,0,0
6035,04/05/2020,Mizoram,1,1,0,0
6036,05/05/2020,Mizoram,1,1,0,0
6037,06/05/2020,Mizoram,1,1,0,0
6038,07/05/2020,Mizoram,1,1,0,0
6039,08/05/2020,Mizoram,1,1,0,0
6040,09/05/2020,Mizoram,1,1,0,0
6041,10/05/2020,Mizoram,1,0,1,0
6042,11/05/2020,Mizoram,1,0,1,0
6043,12/05/2020,Mizoram,1,0,1,0
6044,13/05/2020,Mizoram,1,0,1,0
6045,14/05/2020,Mizoram,1,0,1,0
6046,15/05/2020,Mizoram,1,0,1,0
6047,16/05/2020,Mizoram,1,0,1,0
6048,17/05/2020,Mizoram,1,0,1,0
6049,18/05/2020,Mizoram,1,0,1,0
6050,19/05/2020,Mizoram,1,0,1,0
6051,20/05/2020,Mizoram,1,0,1,0
6052,21/05/2020,Mizoram,1,0,1,0
6053,22/05/2020,Mizoram,1,0,1,0
6054,23/05/2020,Mizoram,1,0,1,0
6055,24/05/2020,Mizoram,1,0,1,0
6056,25/05/2020,Mizoram,1,0,1,0
6057,26/05/2020,Mizoram,1,0,1,0
